Topic,Count,Name,Representation,Representative_Docs
160,67,160_daviddorn_by blacklivesmatter_daviddorn murdered by_murdered by blacklivesmatter,"['daviddorn', 'by blacklivesmatter', 'daviddorn murdered by', 'murdered by blacklivesmatter', 'daviddorn murdered', 'murdered', 'murder', 'murdered by', 'georgefloydwasmurdered', 'by', 'mtgreenee daviddorn', 'mtgreenee daviddorn murdered', 'aoc daviddorn', 'blacklivesmatter', 'georgefloydwasmurdered blacklivesmatter']","['@aoc daviddorn murdered by blacklivesmatter', '@aoc daviddorn murdered by blacklivesmatter', 'daviddorn murdered by blacklivesmatter']"
161,66,161_staceyabrams trumpvirus stopasianhate_fbrparty staceyabrams trumpvirus_trumpvirus stopasianhate_fbr fbrparty staceyabrams,"['staceyabrams trumpvirus stopasianhate', 'fbrparty staceyabrams trumpvirus', 'trumpvirus stopasianhate', 'fbr fbrparty staceyabrams', 'trumpvirus stopasianhate https', 'fbrparty staceyabrams', 'staceyabrams trumpvirus', 'trumpvirus', 'staceyabrams', 'lied americans', 'lied americans died', 'hide resist', 'resist fbr fbrparty', 'fbr fbrparty', 'trump lied']","['·\ntrump lied - americans died - republicans hide\n\nresist fbr fbrparty staceyabrams trumpvirus stopasianhate\xa0… https://t.co/lny0s1rd1m', '·\ntrump lied - americans died - republicans hide\n\nresist fbr fbrparty staceyabrams trumpvirus stopasianhate\xa0… https://t.co/9sxecfydui', '·\ntrump lied - americans died - republicans hide\n\nresist fbr fbrparty staceyabrams trumpvirus stopasianhate\xa0… https://t.co/gdkpyour8l']"
162,66,162_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacklivesmatters,"['blacklivesmatter blacklivesmatter', 'blacklivesmatter blacklivesmatter blacklivesmatter', 'blacklivesmatter', 'blacklivesmatters', 'blackpower', 'is vandalism', 'blm clarencehilljr blacklivesmatter', 'dday76thanniversary dday blacklivesmatter', 'mekhijames sinceregaston nataliawallace', 'donateorshare', 'donateorshare blacklivesmatter', 'donateorshare blacklivesmatter blacklivesmatter', 'dotherightthing blacklivesmatter blacklivesmatter', 'インスタのフィードが真っ黒投稿で埋まってる blacklivesmatter', 'georgelloyd tony']","['blacklivesmatter 🖤', 'you 👏🏽 love 👏🏽 to 👏🏽 see 👏🏽 it 👏🏽 uswnt blacklivesmatter nedusa nedvusa', 'blacklivesmatter 🖤✊🏾 \nblacklivesmatter ✊🏾🖤\n✊🏾✊🏾✊🏾🖤🖤🖤🖤🖤']"
163,65,163_donated_black lives matter_black lives_lives matter,"['donated', 'black lives matter', 'black lives', 'lives matter', 'matter', 'lives matter foundation', 'matter foundation', 'lives', 'the black lives', 'foundation', 'black', 'the black', 'to black lives', 'to black', 'donated to']","['💛 don’t ease up! please join us for a fundraiser in support of black lives matter foundation on tuesday, june 9th f… https://t.co/egc5tvh2cn', '💛 don’t ease up! please join us for a fundraiser in support of black lives matter foundation on tuesday, june 9th f… https://t.co/dnv6cghs5l', '💛 don’t ease up! please join us for a fundraiser in support of black lives matter foundation on tuesday, june 9th f… https://t.co/7kiutm8kkk']"
164,64,164_georgefloyd blacklivesmatter_georgefloyd_blacklivesmatter georgefloyd_georgefloyd blacklivesmatter georgefloyd,"['georgefloyd blacklivesmatter', 'georgefloyd', 'blacklivesmatter georgefloyd', 'georgefloyd blacklivesmatter georgefloyd', 'his name', 'blacklivesmatter georgefloyd blacklivesmatter', 'blacklivesmatter', 'icantbreathe', 'blacklivesmatter say his', 'say his name', 'say his', 'blacklivesmatter georgefloyd georgefloyd', 'icantbreathe georgefloyd blacklivesmatter', 'georgefloyd blacklivesmatter icantbreathe', 'name']","['georgefloyd blacklivesmatter', 'georgefloyd blacklivesmatter', 'georgefloyd blacklivesmatter']"
165,64,165_blm sign_signs_blm signs_sign,"['blm sign', 'signs', 'blm signs', 'sign', 'my', 'neighborhood', 'blm', 'signs in', 'biden signs', 'blm sign at', 'neighbor', 'yards', 'up blm', 'sign at', 'my blm']","['only biden signs in my pasadena neighborhood. lots of blm signs, too, which is awesome.', 'i mean i could probably bring my blm sign everywhere i go, right??  and i should also write on the back of it “seri… https://t.co/hb7sikk5ar', 'i mean i could probably bring my blm sign everywhere i go, right??  and i should also write on the back of it “seri… https://t.co/dhxjctabxs']"
166,64,166_spiritual_negro spiritual_negro_negro spirituals,"['spiritual', 'negro spiritual', 'negro', 'negro spirituals', 'spirituals', 'sigh', 'spiritual sigh', 'negro spiritual sigh', 'deep', 'deep negro', 'deep negro spiritual', 'modern day negro', 'day negro', 'spiritual negro', 'singing negro']","['*deep negro spiritual sigh*', '*deep negro spiritual sigh*', 'a negro spiritual 🙌🏾']"
167,64,167_say their_their names_say their names_names,"['say their', 'their names', 'say their names', 'names', 'say', 'their', 'names george', 'their names george', 'names george floyd', 'breonna taylor ahmaud', 'taylor ahmaud', 'taylor ahmaud arbery', 'tamir', 'ahmaud arbery tamir', 'arbery tamir']","['say their names', 'say their names', 'say their names']"
168,64,168_blacklivesmatter blacklivesmatter_blacklivesmatter blacklivesmatter blacklivesmatter_blacklivesmatter_blacktranslivesmatter,"['blacklivesmatter blacklivesmatter', 'blacklivesmatter blacklivesmatter blacklivesmatter', 'blacklivesmatter', 'blacktranslivesmatter', 'blacklivesmatter blacktranslivesmatter', 'blacklivesmatter brownlivesmatter', 'whitelivesmatter', 'brownlivesmatter', 'blacktranslivesmatter blacklivesmatter', 'brownlivesmatter indianlivesmatter alllivesmatter', 'yellowlivesmatter whitelivesmatter blacklivesmatter', 'blacklivesmatter brownlivesmatter indianlivesmatter', 'yellowlivesmatter whitelivesmatter', 'blacklivesmatter blacklivesmatter allblacklivesmatter', 'blacklivesmatter allblacklivesmatter blacklivesmatter']","['blacklivesmatter blacklivesmatter blacklivesmatter blacklivesmatter', 'blacklivesmatter blacklivesmatter blacklivesmatter blacklivesmatter', 'blacklivesmatter \nblacklivesmatter\nblacklivesmatter\nblacklivesmatter']"
169,63,169_los_angeles_los angeles_blacklivesmatter los,"['los', 'angeles', 'los angeles', 'blacklivesmatter los', 'angeles california https', 'los angeles california', 'angeles california', 'blacklivesmatter los angeles', 'angeles https', 'los angeles https', 'angeles https co', 'california https co', 'california https', 'california', 'blacklivesmatter']","['✊🏾✊🏾🖤 blacklivesmatter @ los angeles, california https://t.co/h1c7w9tnvk', '✊🏾 blacklivesmatter @ los angeles, california https://t.co/8m4e5rwt4k', '✊🏿✊🏿✊🏿 blacklivesmatter @ los angeles, california https://t.co/erwlaqezro']"
170,63,170_episode_thebreathingroom_guest_thebreathingroom episode,"['episode', 'thebreathingroom', 'guest', 'thebreathingroom episode', 'blacklivesmatter icantbreathe', 'episode of', 'show', 'blacklivesmatter icantbreathe https', 'podcast', 'icantbreathe', 'special', 'scooptv', 'episode 37 part', 'thebreathingroom episode 37', 'lil luxxkjr']","['episode 32:\nsurvival mode\nour special guest \n@djolgat shares her journey with music, family, homophobia and sexual… https://t.co/hfkuphuuuy', 'thebreathingroom \nepisode 37 part ✌🏿\n\nguest lil l @luxxkjr \nbompton\n//\nblacklivesmatter \nnextnarrative… https://t.co/j8m6kqor93', 'thebreathingroom \n\nepisode 37 // part☝🏿\nguest lil l @luxxkjr \nbompton \n.\n.\nblacklivesmatter \nhiphop… https://t.co/knmbmtn4mc']"
171,63,171_antifa_blm and antifa_and antifa_antifa and blm,"['antifa', 'blm and antifa', 'and antifa', 'antifa and blm', 'antifa and', 'and blm', 'blm and', 'blm', 'blm antifa', 'antifa are', 'blm amp antifa', 'amp antifa', 'and antifa are', 'blm amp', 'and']","[""it's either alllivesmatter or i want nothing to do with you. blm and antifa are all the same. both can go straight to hell."", '@foxla but blm and antifa are ok.', '@privilegedlydia and antifa and blm']"
172,62,172_movies_slave_movie_slave movies,"['movies', 'slave', 'movie', 'slave movies', 'slave movie', 'another slave', 'slave play', '12 years', 'film', 'play', 'of slave', 'another slave movie', 'slaves', 'tired of', '12']","['samuel l. jackson joins israeli filmmaker in docuseries on global slave trade https://t.co/pb730anhfl via @timesofisrael', 'tired of 1800-1900s based war movies. tired of slave movies. we need sumn else.', 'i’m so tired of slave movies']"
173,62,173_years ago_ago_years_july,"['years ago', 'ago', 'years', 'july', 'june', 'blacklivesmatter https', 'blacklivesmatter https co', 'years ago 1964', 'ago 1964', '56 years ago', '56 years', 'blacklivesmatter', '1964', '56', 'herman munster']","['56 years ago, 1964, july 25th. blacklivesmatter\n\nhttps://t.co/hcb5johna5', '56 years ago, 1964, june 10th. blacklivesmatter\n\nhttps://t.co/nincuqje5f', '56 years ago, 1964, june 21st. blacklivesmatter\n\nhttps://t.co/jqltcgdyel']"
174,62,174_owned_owned by democrats_because 100_democrats no,"['owned', 'owned by democrats', 'because 100', 'democrats no', 'canceldemocrats because', 'because 100 of', 'canceldemocrats because 100', 'by democrats no', 'owned https', 'owned https co', 'canceldemocrats', 'by democrats', 'the 4k slaves', 'the 4k', 'of the 4k']","['canceldemocrats because 100% of the 4k slaves before civil war we’re owned by democrats ... no republican owned a… https://t.co/bp73zoh7ge', 'canceldemocrats because 100% of the 4k slaves before civil war we’re owned by democrats ... no republican owned a… https://t.co/5ja6sksnou', 'canceldemocrats because 100% of the 4k slaves before civil war we’re owned by democrats ... no republican owned a… https://t.co/2ee7pn4mtm']"
175,62,175_skate_people that skate_skate faggot and_that skate,"['skate', 'people that skate', 'skate faggot and', 'that skate', 'that skate faggot', 'skate faggot', 'and legit don', 'call people that', 'faggot and legit', 'legit don', 'and legit', 'to call people', 'have to call', 'call people', 'legit don care']","[""i don't have to call people that skate faggot and i legit don't care of the bug you but sort of https://t.co/u3ovdp3q8c"", ""i don't have to call people that skate faggot and i legit don't care of the bug you but sort of https://t.co/mmw8piyafb"", ""i don't have to call people that skate faggot and i legit don't care of the bug you but sort of https://t.co/njl6giecp6""]"
176,62,176_stand_stand with you_stand with_with you,"['stand', 'stand with you', 'stand with', 'with you', 'we stand', 'you blacklivesmatter', 'with you blacklivesmatter', 'you blacklivesmatter https', 'hear you', 'you', 'we', 'we stand with', 'you we', 'see you', 'you we stand']","['we stand with you ✊🏾✊🏽✊🏼✊🏻🖤 blacklivesmatter https://t.co/ic9rljmjmm', 'i stand with you blacklivesmatter', 'we see you, we hear you and we stand with you. blacklivesmatter https://t.co/mcy7uh3lu2']"
177,61,177_chauvin pack_pack_smoking_chauvin,"['chauvin pack', 'pack', 'smoking', 'chauvin', 'that chauvin pack', 'that chauvin', 'smokin', 'smoking that', 'we smoking', 'chauvin pack tonight', 'pack tonight', 'derek chauvin pack', 'smoking on', 'smoke', 'on that']","['smoking on that chauvin pack tonight 420', 'smoking that chauvin pack', 'chauvin pack']"
178,61,178_justiceforgeorgefloyd_justiceforbreonnataylor_blm https co_blm https,"['justiceforgeorgefloyd', 'justiceforbreonnataylor', 'blm https co', 'blm https', 'justice', 'blm', 'justiceforbreonnatalyor', 'justiceforgeorgefloyd blm', 'blm justiceforgeorgefloyd', 'blm justiceforgeorgefloyd https', 'justiceforgeorgefloyd https', 'justiceforgeorgefloyd https co', 'icantbreathe', 'justiceforbreonnataylor justicefortonymcdade', 'blm justiceforgeorgeflyod https']","['@johncardillo @geraldorivera grand jury under oath sworn testimony with penalty of jail for lying vs blm activist w… https://t.co/kgyfiyrr5t', 'as one of the poster says: “let justice flow like a river”. blm \n\nsome things the media hasn’t been covering as mu… https://t.co/iw03xn4rry', 'a blm representative just stated to a tv reporter that the unrest in portland last night was all about justice, equ… https://t.co/kuliwldefj']"
179,61,179_hollywood_all black lives_all black_lives matter march,"['hollywood', 'all black lives', 'all black', 'lives matter march', 'matter march', 'march', 'black lives', 'black lives matter', 'lives', 'lives matter', 'west hollywood', 'matter', 'the all black', 'the all', 'west']","['this was the start of the all black lives matter march in hollywood and west hollywood today. the crowd was so big… https://t.co/o3vhlggddn', 'all black lives matter march in hollywood\nblacklivesmatter allblacklivesmatter @ hollywood https://t.co/moj4rofyyr', 'all black lives matter march in west hollywood. blacklivesmatter https://t.co/cysjmc1mfn']"
180,61,180_black trans_trans_trans lives_trans lives matter,"['black trans', 'trans', 'trans lives', 'trans lives matter', 'black trans lives', 'lives matter', 'lives', 'matter', 'black', 'lives matter black', 'matter black', 'trans women', 'matter black trans', 'the black trans', 'women']","['black trans lives matter', 'black trans lives matter', 'black trans lives matter']"
181,61,181_birthday_honor her life_her_be celebrating her,"['birthday', 'honor her life', 'her', 'be celebrating her', 'honor her', 'celebrating her', 'should be celebrating', 'her birthday', 'be celebrating', 'let honor her', 'her life', 'breonna taylor should', 'taylor should', 'celebrating her birthday', 'let honor']","[""breonna taylor should be celebrating her birthday today. \n\nlet's honor her life today, and every day and continue t… https://t.co/mlezgazjxt"", ""breonna taylor should be celebrating her birthday today. \n\nlet's honor her life today, and every day and continue t… https://t.co/jw2wmafkih"", ""breonna taylor should be celebrating her birthday today. \n\nlet's honor her life today, and every day and continue t… https://t.co/kb0mzw5o2s""]"
182,60,182_perverted_perverted and_misgender_my perverted,"['perverted', 'perverted and', 'misgender', 'my perverted', 'to misgender', 'misgender me', 'know perverted', 'perverted lifestyle', 'introvert pidleass', 'introvert pidleass kaitlinwitcher', 'is perverted and', 'kaitlinwitcher', 'kaitlinwitcher https', 'perverted introvert pidleass', 'kaitlinwitcher https co']","['shit perverted', 'perverted introvert @pidleass\n@kaitlinwitcher\nhttps://t.co/cc4dvdvnit', 'perverted introvert @pidleass\n@kaitlinwitcher\nhttps://t.co/cc4dvddluj']"
183,60,183_slave labor_labor_china_in china,"['slave labor', 'labor', 'china', 'in china', 'slave', 'nike', 'slave labor in', 'labor in', 'labor in china', 'china is', 'chinese', 'made by', 'using slave', 'made', 'china stuff']","[""nike is china stuff. made by child slave labor. \ndon't buy nike."", ""@jkdanthony10 @ap wasn't apple, nike &amp; volkswagen using slave labor from china? isn't anyone going to write how our… https://t.co/paz1brxmce"", ""@jkdanthony10 @ap wasn't apple, nike &amp; volkswagen using slave labor the from china? isn't anyone going to write how… https://t.co/373hjlfgsf""]"
184,59,184_anti black_anti_is anti black_is anti,"['anti black', 'anti', 'is anti black', 'is anti', 'this is anti', 'anti black this', 'black this', 'black this is', 'black', 'very anti black', 'very anti', 'this is', 'so anti black', 'so anti', 'this']","['this is anti-black', 'this is anti-black', 'this is anti black']"
185,59,185_2020_it 2020_year_2020 you,"['2020', 'it 2020', 'year', '2020 you', 'of 2020', 'world right now', 'world right', 'right now blm', '2020 and', 'the year', 'bastilledan am one', 'blm jackierobinsonday 2020', 'bastilledan am', 'let me publish', 'my 2020 blm']","['2020... you stink. chadwickboseman rip 42forever blackpanther blm jackierobinsonday 2020 ❤️⚾️☮️🎥🇺🇸 https://t.co/mdtgdccw4o', '@bastilledan i am one of your biggest fans, and it would be a dream come true if you let me publish my 2020 blm ve… https://t.co/eqxiymn3ry', '@bastilledan i am one of your biggest fans, and it would be a dream come true if you let me publish my 2020 blm ve… https://t.co/nvctdijtpm']"
186,58,186_the petition demanding_petition demanding justiceforbre_petition demanding_demanding justiceforbre,"['the petition demanding', 'petition demanding justiceforbre', 'petition demanding', 'demanding justiceforbre', 'essential sign', 'was essential', 'was essential sign', 'breonnataylor was essential', 'essential sign the', 'lmpd louisvillemayor govandybeshear', 'louisvillemayor govandybeshear', 'lmpd louisvillemayor', 'govandybeshear https', 'louisvillemayor govandybeshear https', 'govandybeshear https co']","['breonnataylor was essential: sign the petition demanding justiceforbre @lmpd, @louisvillemayor @govandybeshear https://t.co/jt6fjppxeq', 'breonnataylor was essential: sign the petition demanding justiceforbre @lmpd, @louisvillemayor @govandybeshear https://t.co/b9leldqhyi', 'breonnataylor was essential: sign the petition demanding justiceforbre @lmpd, @louisvillemayor @govandybeshear https://t.co/gihhl3ybnh']"
187,57,187_patrols_slave patrols_slave_slave catchers,"['patrols', 'slave patrols', 'slave', 'slave catchers', 'catchers', 'police', 'patrol', 'slave patrol', 'as slave', 'the slave patrols', 'policing', 'as slave patrols', 'were', 'police were', 'slaves']","['cops started out as slave patrols didn’t you know', 'started out as slave patrols and union busters', 'they started out as slave patrols']"
188,57,188_police_protest_policebrutality_protesters,"['police', 'protest', 'policebrutality', 'protesters', 'georgefloyd', 'police brutality', 'brutality', 'protests2020', 'cop', 'lapd', 'against police brutality', 'the police', 'against police', 'running over', 'dtla']","['calling for peaceful protest or peaceful policing? which is the more excellent choice? georgefloyd blacklivesmatter', 'my protesters on the freeway to home, but almost 50 cop cars are on the way the protest please stay safe laprotest blacklivesmatter', 'all my protesters in la, \non the freeway west bound 50 cop cars are on the way the protest please stay safe laprotest blacklivesmatter']"
189,57,189_maletín_maletín negro_maletines negros_maletines,"['maletín', 'maletín negro', 'maletines negros', 'maletines', 'que', 'negro', 'negros', 'el', 'rodolfo_parker', 'de', 'no', 'el maletín', 'el maletín negro', 'hay', 'maletin']","['@romeoauerbach @nayibbukele corruptos no hay maletín negro aunque griten pataleen se tuerzan no mas maletín negro h… https://t.co/zgn1lzapup', '@rodolfo_parker no hay maletín negro burro', '@pdc_oficial @rodolfo_parker no hay maletín negro ni gente inútil eso ya no más']"
190,56,190_safe_stay safe_stay_be safe,"['safe', 'stay safe', 'stay', 'be safe', 'safe blacklivesmatter', 'safe out there', 'safe out', 'stay safe blacklivesmatter', 'be safe out', 'out there', 'blacklivesmatter stay safe', 'please be safe', 'blacklivesmatter stay', 'protect thegreatkhalid', 'going to protect']","['stay safe! blacklivesmatter https://t.co/pprkpd2lgq', 'stay safe, los angeles. stay safe, america. blacklivesmatter', 'stay safe out there  blm']"
191,55,191_black panther_panther_black panther party_panther party,"['black panther', 'panther', 'black panther party', 'panther party', 'the black panther', 'party', 'the black', 'black', 'panther party was', 'party was', 'bobby', 'panther party https', 'co founder bobby', 'panther party co', 'party co founder']","['the black panther party https://t.co/9zhxsgxirw', 'revive the black panther party', 'black panther party']"
192,54,192_trump_racist_obama_trump is,"['trump', 'racist', 'obama', 'trump is', 'racism', 'xenophobia', 'he', 'trump is racist', 'racist and', 'way he', 'support trump', 'donald trump', 'donald', 'white', 'trump your']","['@postpolitics the first 14 were rather racist and slave owners. trump is the first openly racist and open about lik… https://t.co/vktatovsjq', 'anybody out there feel that trump may just be anti black the way he zeros in on obama, clearly a far better politic… https://t.co/welky3jbvo', 'how your child half black but you support trump? your literally dumb don’t support blm none a that but your own chi… https://t.co/qblxbqkwle']"
193,54,193_nojusticenopeace_nojusticenopeace https_nojusticenopeace https co_blacklivesmatter nojusticenopeace,"['nojusticenopeace', 'nojusticenopeace https', 'nojusticenopeace https co', 'blacklivesmatter nojusticenopeace', 'blacklivesmatter nojusticenopeace https', 'nojusticenopeace blacklivesmatter https', 'nojusticenopeace blacklivesmatter', 'free', 'blacklivesmatter', 'is free', 'dontstaysilent', 'saytheirnames', 'blacklivesmatter https', 'blacklivesmatter https co', 'free until']","['blacklivesmatter nojusticenopeace https://t.co/4lgy8kyv0q', 'blacklivesmatter nojusticenopeace https://t.co/5zlbtff8g3', 'blacklivesmatter nojusticenopeace https://t.co/8jjvwzb9zp']"
194,53,194_silence_silent_be silent_silence is,"['silence', 'silent', 'be silent', 'silence is', 'speak up', 'speak', 'to be silent', 'will not', 'not be silent', 'blacklivesmatter', 'time to be', 'we will not', 'up', 'the time to', 'silent 2020']","['we will not be silent\n6.4.2020\nblacklivesmatter\xa0 \nsantaclaritavalley \nsilenceiscompliance\nsantaclaritasheriffs… https://t.co/2srhyshlv4', 'we will not be silent\n6.4.2020\nblacklivesmatter \n.\nsantaclaritavalley \n.\nsilenceiscompliance \n.… https://t.co/qzda6ixzle', 'we will not be silent\n6.4.2020\nblacklivesmatter\xa0 \n.\nsantaclaritavalley \n.\nsilenceiscompliance \n.… https://t.co/dhkuazu9qi']"
195,52,195_virus_he_chinese virus_chinese,"['virus', 'he', 'chinese virus', 'chinese', 'the chinese virus', 'china virus', 'the chinese', 'china', 'it the chinese', 'it the', 'called it', 'called it the', 'virus he', 'the china virus', 'the china']","['he did it \n\nhe called it the chinese virus bro\n\nhe knows exactly what he’s doing \n\nfuck you donald trump', 'he really called it the chinese virus in his next 3 tweets too', 'he really called it the chinese virus 😭😭😭']"
